;Level;Stance;Claim;Votes
528;1.0;con;Skin cells are as human as a zygote, gall bladders are as human as a fetus. In neither case is it immoral to destroy the former, thus simply being human is an insufficient criterion.;['1', '0', '1', '0', '3']
529;1.0;pro;Skin cells and gall bladders could develop into a full human (via cloning or transformation into induced pluripotent stem cells), just as a fetus could.;['0', '0', '1', '0', '0']
530;1.0;pro;A fetus is human in that it has human DNA: skin cells and gall bladders have human DNA.;['0', '0', '1', '0', '0']
531;1.0;con;It is, in fact, immoral to destroy someone else's gall bladder without their permission.;['0', '0', '1', '0', '0']
532;1.0;con;A gall bladder is part of a human, and so are skin cells. However, a zygote is a whole human, which makes it immoral to destroy.;['0', '0', '1', '0', '0']
533;1.0;con;Fetuses are not whole humans. If they were, they would be able to live outside the womb without the mother's help. The earlier in the development of a fetus, the less whole it is.;['0', '0', '1', '0', '0']
534;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['0', '0', '1', '0', '0']
535;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
536;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
537;1.0;con;Even if a fetus is considered human, it does not have a 'right to life' as it does not qualify for the status of 'personhood.';['0', '0', '1', '0', '0']
538;1.0;pro;"A human being requires a functional brain, wherein the mind resides. During pregnancy the brain doesn't even start to form until six weeks after conception when the neural tube closes, and the brain does not become functional until ""around the time a full-term baby is born"".";['0', '1', '1', '1', '3']
539;1.0;pro;This is why brain death is generally the medical definition of death.;['0', '0', '1', '0', '0']
540;1.0;con;Being a human being does not require a functional brain because anencephalic infants do not have a functional brain, but they are still human beings.;['0', '0', '1', '0', '0']
541;1.0;pro;Roe v Wade determined that, in the US, a fetus is not legally recognised as a person.;['2', '1', '2', '0', '2']
542;1.0;pro;Numerous attempts have been made to pass personhood laws in the US, which would classify zygotes, embryos and fetuses as persons, but such attempts have had little success.;['1', '1', '1', '0', '1']
543;1.0;pro;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['0', '1', '0', '0', '0']
544;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
545;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
546;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
547;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
548;1.0;con;That they have had little success doesn't mean that they are wrong.;['0', '2', '0', '0', '2']
549;1.0;pro;The right to life is fundamental, but life begins at independent viability.;['1', '1', '1', '1', '1']
550;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '2', '2']
551;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
552;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '1', '1', '1', '4']
553;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
554;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
555;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
556;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
557;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
558;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
559;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
560;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
561;1.0;con;It is an assumption that all biological parents choose to create life and so accrue obligations to the fetus. In cases where parent do not deliberately concieve, the violinist is equivalent to a fetus and so the thought experiment holds true.;['1', '0', '2', '0', '0']
562;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
563;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
564;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
565;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['2', '1', '1', '2', '3']
566;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
567;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
568;1.0;con;A number of scientific advancements mean that the Roe v Wade decision should be reconsidered.;['0', '1', '0', '1', '1']
569;1.0;pro;Since Roe v Wade, significant advancements have been made in genomics allowing us to see that babies in the womb are genetically humans, beginning at conception.;['0', '0', '0', '0', '1']
570;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['1', '0', '2', '2', '8']
571;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['1', '1', '1', '0', '0']
572;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
573;1.0;con;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['0', '0', '1', '0', '0']
574;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
575;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
576;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
577;1.0;pro;A fetus is not self aware, conscious, or able to feel pain.;['2', '1', '2', '0', '6']
578;1.0;pro;It is not until 28-30 weeks into the pregnancy that the fetus starts to feel pain. A woman should have the right to an abortion, as long as it's before that time.;['1', '1', '0', '1', '2']
579;1.0;con;Fetuses can feel pain well before that.;['0', '0', '2', '0', '1']
580;1.0;pro;"A study concludes that from the 15th week of gestation onward, “the fetus is extremely sensitive to painful stimuli,"" and this should be considered when performing invasive medical procedures on the fetus to prevent suffering.";['0', '2', '1', '0', '1']
581;1.0;con;The support for this argument is a single testimony provided in an article written by an organization prejudiced against abortion.;['1', '1', '1', '1', '2']
582;1.0;con;Killing people is still considered unethical even if the victim doesn't feel pain.;['0', '0', '1', '0', '0']
583;1.0;con;Ethics and morality are subjective and can vary from society to society or even from person to person.;['0', '0', '1', '0', '0']
584;1.0;pro;As with all acts, the morality of abortion varies with the person's context.;['1', '0', '2', '0', '1']
585;1.0;pro;In an instance where the pregnant woman's life is at risk and the fetus would not survive on it's own, utilitarianism argues that an abortion would be more ethical than letting both the woman and the fetus die.;['1', '1', '0', '1', '0']
586;1.0;pro;The basis of utilitarianism argumentation would be that the overall good of saving the woman's life outweighs any unethical implications of abortions.;['0', '0', '1', '0', '0']
587;1.0;con;The utilitarian argument is not the only basis in determining the ethical implications of abortion.;['0', '2', '1', '0', '1']
588;1.0;pro;There are many reasons why utilitarianism may be flawed.;['1', '1', '1', '0', '1']
589;1.0;con;Utilitarian evaluations are relevant to many people, particularly utilitarians, whether they are the sole basis for every person's opinion or not.;['1', '1', '1', '0', '1']
590;1.0;con;"Having an abortion for medical reasons makes up less than 1% of all abortions, even lower when the ""life of the mother"" is in jeopardy. The utilitarian justification for abortion is therefore very, very small.";['0', '1', '1', '0', '1']
591;1.0;pro;It is reasonable to give priority to the mother over the child in extreme cases. However, this does not make voluntary abortions acceptable.;['0', '1', '1', '1', '2']
592;1.0;pro;Statistics regarding the number of abortions due to endangerment of mother's life back this up. Florida, 2015: 0.065%. UK,1968-2011: 0.006%. U.S. estimate: 1%.;['2', '1', '1', '0', '4']
593;1.0;con;The number of times something happens doesn't always make it less important. If you, or someone else you care about, were in that 1%, you would likely want them to be able to access to abortion.;['1', '1', '1', '1', '2']
594;1.0;con;Abortion would still need to be legal for those cases, as adoption would not solve the issue at hand.;['1', '1', '1', '0', '1']
595;1.0;con;"""Less than 1% of all abortions"" could be misleading because if between 1970 and 2014, there were ""44.5 million legal induced abortions"", then there could be 445k abortions that fall in this category. That would be a significant impact to a lot of people.";['1', '1', '1', '0', '5']
596;1.0;con;Many argue that morality is not subjective when it comes to causing harm. If abortion causes harm to the fetus then the context does not matter.;['1', '0', '2', '0', '1']
597;1.0;pro;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['1', '1', '0', '1', '0']
598;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['0', '0', '1', '0', '1']
599;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
600;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
601;1.0;pro;No one can dictate a certain morality to another person nor can they demand how another person acts or how they should feel based on their individual morals.;['0', '0', '1', '0', '0']
602;1.0;con;Different people can hold different opinions of ethics, however that does not mean they are all equally correct and does not prove the subjectivity of ethical rules.;['0', '0', '2', '1', '3']
603;1.0;pro;Ethics can vary from culture to culture, with some slavery, for example. However, the underlying moral standards of right and wrong do not vary, even if a culture chooses not to base its ethics in those moral principles.;['0', '1', '1', '0', '1']
604;1.0;con;There is no indication to believe that there are moral standards of right and wrong.;['1', '0', '2', '0', '0']
605;1.0;pro;There is large debate about the existence of objective morality.;['1', '1', '1', '0', '0']
606;1.0;con;Under this thinking you could do whatever you want, whenever you want, and for whatever reason you want, no matter how many people get hurt, killed, or taken advantage of in the process.;['1', '1', '1', '0', '2']
607;1.0;con;"Most relevant definitions of ""subjective"" state that something is subjective if different people can hold different opinions on the matter. If people can hold different opinions on whether or not abortion is immoral or unethical, it is subjective according to those definitions.";['1', '0', '1', '1', '1']
608;1.0;con;"Morality by definition is not subjective. Preferences are entirely subjective and are neither right or wrong, they are just different tastes. Morality assumes ""right"" is not ""wrong"" and vice versa. Whenever a person assumes something is right they are assuming it is not wrong thus automatically proving a standard.";['1', '0', '2', '0', '1']
609;1.0;con;Not being self aware, conscious, and able to feel pain does not stop one from being a person with rights.;['0', '0', '1', '0', '0']
610;1.0;pro;People who can't feel pain qualify as people.;['0', '0', '1', '0', '0']
611;1.0;pro;People in a coma or people in an alive but unconscious state aren't disqualified as human or having less rights simply because they are not aware.;['0', '0', '1', '0', '0']
612;1.0;pro;It is definitely wrong to end the life of a person in a coma if the coma is reversible, and the person probably has a long life ahead of them.;['0', '0', '1', '0', '0']
613;1.0;pro;The claim that consciousness is necessary for rights confuses the source of rights with the effect of that source. The root of rights is human nature.;['0', '0', '1', '1', '0']
614;1.0;pro;Consciousness is an effect not a cause of human nature. Nor is evidence of consciousness the only evidence of human nature.;['0', '0', '1', '0', '0']
615;1.0;con;It is always considered wrong to end the life of a healthy human being. It is not always considered wrong to end the life of someone who is in a coma.;['1', '1', '1', '1', '2']
616;1.0;pro;In many cases, the assisted death of someone is performed with the intent of ending suffering (often of patients with a terminal illness).;['1', '0', '2', '0', '0']
617;1.0;con;This is not relevant to fetal personhood because the baby is not suffering, and therefore the justification for taking a life in that case doesn't apply here.;['0', '0', '1', '0', '0']
618;1.0;con;The referenced material is very far from being the unanimous definition of personhood.;['1', '3', '1', '0', '1']
619;1.0;pro;Personhood is a variable concept depending on one's personal philosophy, and so should not be used as a benchmark for assigning value to human life.;['0', '1', '1', '1', '1']
620;1.0;con;A fetus develops during the gestational period such that it does gain self-awareness and consciousness. Therefore it can still be argued it should qualify for personhood status while still in utero.;['0', '0', '0', '0', '1']
621;1.0;pro;A fetus develops the capacity for self-awareness and consciousness around the beginning of the second trimester. Thus, it should be regarded as having the unalienable right to life.;['0', '1', '1', '0', '2']
622;1.0;con;While it is true that a fetus develops sentience in utero, it does not have sentience from the moment of conception. Therefore, a fetus should not be considered a person prior to the development of sentience which roughly coincides with the beginning of the 2nd trimester.;['0', '0', '1', '0', '0']
623;1.0;pro;The fetal stage of human development is about 8-40 weeks from conception. Cortical function is present by 30 weeks.;['0', '1', '2', '0', '1']
624;1.0;con;Many non-human animals have cognitive capacities well beyond those of a fetus. These capacities are not typically taken to be sufficient for a right to life in the case of animals so it is unclear why they ought to be sufficient in the case of fetuses.;['1', '1', '1', '0', '2']
625;1.0;con;It's very clear why cognitive capacities are sufficient for a fetus and not sufficient for an animal. A fetus is a human and an animal is not. Human rights are not the same as animal rights.;['1', '1', '1', '0', '1']
626;1.0;pro;"For example, ""right to life"" does not exist among animal rights. One can euthanize their dog.";['0', '0', '1', '0', '0']
627;1.0;pro;Fetuses are yet to become citizens of the state since they are unborn and therefore have no rights or protection under common law.;['1', '1', '4', '0', '3']
628;1.0;con;Citizenship is irrelevant to the legality and morality of the act. Non-citizens enjoy the protection of the law just as much as citizens do. It is not legal to kill a non-citizen any more than it is to kill a citizen (p. 5).;['0', '0', '1', '1', '3']
629;1.0;con;There is no generally accepted definition of 'personhood', but this argument hinges on one particular definition.;['0', '2', '1', '2', '4']
630;1.0;con;All arguments for or against abortion are dependent upon a specific definition of personhood. At its roots, it is personhood itself that is being debated. Thus it is not valid to dispute one argument but not another on this basis.;['0', '0', '1', '0', '0']
631;1.0;con;"The definitions of ""personhood"" in which the fetus is a person in a philosophically meaningful sense are philosophically inferior to those in which a fetus is not a person.";['0', '0', '1', '0', '0']
632;1.0;pro;If a fetus is defined as a person, it may follow that other biological entities are persons, including bacteria, plants or some animals. As those don't meet the intuitive or conventional notion of persons, such a definition is inferior to one that meets the intuitive notion.;['0', '0', '1', '0', '0']
633;1.0;con;While fetuses may not be considered people, the law has still given them rights in certain situations.;['0', '3', '0', '0', '1']
634;1.0;pro;Fetal protection policies were used to bar women from working in roles that could cause harm to embryos or fetuses.;['1', '0', '2', '1', '1']
635;1.0;con;The US Supreme Court determined that such policies were a form of sexual discrimination which violated the Civil Rights Act.;['2', '0', '1', '0', '1']
636;1.0;pro;The Unborn Victims of Violence Act recognises fetuses as legal victims if they are injured or killed as the result of a federal crime of violence.;['0', '0', '3', '1', '1']
637;1.0;pro;Some states in the US have held women criminally liable for using illegal drugs that harm the fetus, therefore recognising that the fetus does have some right to not be harmed.;['1', '1', '2', '0', '1']
638;1.0;con;Laws can and do change and thus cannot stand as evidence for or against what should be the case.;['0', '0', '1', '0', '0']
639;1.0;con;There is plenty of evidence that a human fetus is of human origin. Lacking is the evidence that it's a person.;['0', '0', '1', '0', '0']
640;1.0;pro;Roe v Wade determined that, in the US, a fetus is not legally recognised as a person.;['0', '0', '0', '1', '0']
641;1.0;pro;The right to life is fundamental, but life begins at independent viability.;['1', '1', '1', '1', '1']
642;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '2', '2']
643;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '1', '1', '1', '4']
644;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
645;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
646;1.0;con;It is an assumption that all biological parents choose to create life and so accrue obligations to the fetus. In cases where parent do not deliberately concieve, the violinist is equivalent to a fetus and so the thought experiment holds true.;['1', '0', '2', '0', '0']
647;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
648;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '0', '0', '0']
649;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['0', '0', '0', '0', '0']
650;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
651;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
652;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
653;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
654;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
655;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
656;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
657;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['2', '1', '1', '2', '3']
658;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
659;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
660;1.0;pro;Numerous attempts have been made to pass personhood laws in the US, which would classify zygotes, embryos and fetuses as persons, but such attempts have had little success.;['1', '1', '1', '0', '1']
661;1.0;pro;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['0', '1', '0', '0', '0']
662;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
663;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
664;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
665;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
666;1.0;con;That they have had little success doesn't mean that they are wrong.;['0', '2', '0', '0', '2']
667;1.0;con;A number of scientific advancements mean that the Roe v Wade decision should be reconsidered.;['0', '1', '0', '1', '1']
668;1.0;pro;Since Roe v Wade, significant advancements have been made in genomics allowing us to see that babies in the womb are genetically humans, beginning at conception.;['0', '2', '0', '0', '1']
669;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['1', '0', '2', '2', '8']
670;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['1', '1', '1', '0', '0']
671;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
672;1.0;con;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['0', '0', '1', '0', '0']
673;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
674;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
675;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
676;1.0;pro;"In US federal law, the concept of legal personhood is formalized by statute (1 USC §8) to include ""every infant member of the species homo sapiens who is born alive at any stage of development.""";['0', '0', '0', '1', '0']
677;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['0', '0', '1', '0', '0']
678;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['1', '1', '1', '0', '0']
679;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
680;1.0;con;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['0', '0', '1', '0', '0']
681;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
682;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
683;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
684;1.0;pro;Even though a fetus cannot necessarily exist outside a mother's body immediately, it is a living being with the potential to live a full life and therefore should be protected.;['17', '5', '5', '10', '17']
685;1.0;pro;"Even if the fetus is not ""human"" in the sense that it looks, walks, and talks like us, the fetus has potentiality. Left untouched, it will develop naturally into a person.";['4', '1', '2', '1', '1']
686;1.0;con;There is no guarantee that a fetus 'left untouched' would develop into a baby. Regrettably, miscarriages may occur.;['1', '1', '1', '0', '3']
687;1.0;pro;Miscarriages are remarkably common and as many as 1 in 4 pregnancies end in miscarriage.;['0', '1', '2', '0', '2']
688;1.0;con;There is a significant difference between a miscarriage and an abortion.;['0', '0', '1', '0', '1']
689;1.0;con;Miscarriages are not caused by people in most cases. Abortion is done on purpose.;['0', '1', '1', '0', '1']
690;1.0;con;It is also true, unfortunately, that not all infants develop into adults. However, this does not justify labeling infants as nonpersons.;['0', '0', '1', '0', '0']
691;1.0;con;"Leaving the fetus in the womb is not the same as leaving it ""untouched"". At multiple stages the fetus requires assistance from the mother's body or it will cease to develop and quickly die.";['1', '1', '1', '1', '3']
692;1.0;pro;Allowing abortions means allowing people to end potential lives, removing all future possibilities of this being existing and having their own desires and wants.;['5', '1', '1', '1', '1']
693;1.0;pro;Abortion takes away any future experiences from a baby that was meant to be born.;['1', '0', '2', '0', '1']
694;1.0;con;"The suggestion that a baby was ""meant to be born"" relies on a belief in a higher power which has specific intentions. It is not clear that this is the case.";['1', '1', '1', '0', '4']
695;1.0;con;The idea that someone is 'meant to do something' or that something is 'meant to happen' is an appeal to an unsubstantiated authority, and thus in effect is really just an attempt to impose the will of one person onto another.;['0', '0', '2', '0', '0']
696;1.0;con;Abortions have the same ethical ramifications as abstinence and contraception - all three result in the lack of a life that could have existed. If abortion is unethical, so is avoiding impregnating and avoiding being impregnated at any time.;['0', '0', '1', '0', '0']
697;1.0;pro;If we draw the line at conception, then all hormone-based contraceptive methods are abortions.;['1', '0', '2', '0', '0']
698;1.0;pro;Hormone-based contraceptive methods can thicken the lining of the uterus, preventing attachment of the fertilized egg.;['0', '0', '0', '0', '1']
699;1.0;pro;If life truly were to begin at conception, IVF would also be highly immoral as multiple eggs are fertilized in vitro, and often not all of them used.;['0', '1', '1', '0', '2']
700;1.0;pro;IVF could be considered even more immoral, since whole teams of people spend lots of time effort and money deliberately pursuing treatments that end up leaving multiple embryos to die in the freezer.;['0', '0', '2', '0', '1']
701;1.0;con;Some pro-lifers such as Catholics oppose both abortion and IVF, so it is unlikely that they can be convinced to abandon the pro-life position.;['0', '0', '0', '0', '0']
702;1.0;con;One could reject abortion and accept hormonal contraception if they regard the intention of the woman as morally relevant.;['0', '0', '1', '0', '0']
703;1.0;pro;In the case of hormonal contraception, if a zygote does fail to implant this was not intended by the woman. Instead, she intended to prevent the meeting of sperm and egg to form the zygote in the first place. In abortion, however, the destruction of the baby is fully intended.;['0', '0', '1', '0', '0']
704;1.0;con;One could plausibly hold that abortion and hormone-based contraceptions are both immoral, so this claim doesn't address the pro-life position completely.;['0', '0', '1', '0', '0']
705;1.0;con;Not all hormonal contraceptives are abortive. Many prevent ovulation, which means an egg is never released to be fertilized.;['0', '1', '1', '1', '1']
706;1.0;con;Given that abstinence and contraception are merely inaction resulting in a lack of life, whereas abortion is an intentional action which leads the destruction of life, the latter is moral by comparison.;['1', '0', '2', '0', '2']
707;1.0;con;The action/inaction distinction is a matter of ease - it is hard to sacrifice your hard-earned money even when you know it's the right thing to do, but easy not to go out and rob a charity. An abortion and a healthy pregnancy both require effort and active intent.;['1', '1', '1', '0', '1']
708;1.0;con;Contraception is not inaction, as it requires very specific actions to be taken.;['1', '0', '1', '1', '2']
709;1.0;con;Neither abortion advocates nor pro-life advocates claim that there is an ethical mandate to bring all theoretically possible life into the world, so this interpretation of the ethical ramifications is an example of an appeal to extremes fallacy.;['0', '1', '1', '0', '2']
710;1.0;con;This is a fallacy of equivocation. In the event of an abortion, the life of the fetus has already begun, so there exists something to be destroyed.;['0', '2', '0', '0', '3']
