;Level;Stance;Claim;Votes
217;1.0;con;While it is true that a fetus develops sentience in utero, it does not have sentience from the moment of conception. Therefore, a fetus should not be considered a person prior to the development of sentience which roughly coincides with the beginning of the 2nd trimester.;['0', '0', '1', '0', '0']
218;1.0;con;Many non-human animals have cognitive capacities well beyond those of a fetus. These capacities are not typically taken to be sufficient for a right to life in the case of animals so it is unclear why they ought to be sufficient in the case of fetuses.;['1', '1', '1', '0', '2']
219;1.0;con;It's very clear why cognitive capacities are sufficient for a fetus and not sufficient for an animal. A fetus is a human and an animal is not. Human rights are not the same as animal rights.;['1', '1', '1', '0', '1']
220;1.0;pro;"For example, ""right to life"" does not exist among animal rights. One can euthanize their dog.";['0', '0', '1', '0', '0']
221;1.0;con;Not being self aware, conscious, and able to feel pain does not stop one from being a person with rights.;['0', '0', '1', '0', '0']
222;1.0;pro;People in a coma or people in an alive but unconscious state aren't disqualified as human or having less rights simply because they are not aware.;['0', '0', '1', '0', '0']
223;1.0;pro;It is definitely wrong to end the life of a person in a coma if the coma is reversible, and the person probably has a long life ahead of them.;['0', '0', '1', '0', '0']
224;1.0;pro;The claim that consciousness is necessary for rights confuses the source of rights with the effect of that source. The root of rights is human nature.;['1', '0', '1', '1', '0']
225;1.0;pro;Consciousness is an effect not a cause of human nature. Nor is evidence of consciousness the only evidence of human nature.;['0', '0', '1', '0', '0']
226;1.0;con;It is always considered wrong to end the life of a healthy human being. It is not always considered wrong to end the life of someone who is in a coma.;['1', '1', '1', '1', '2']
227;1.0;pro;In many cases, the assisted death of someone is performed with the intent of ending suffering (often of patients with a terminal illness).;['1', '0', '2', '0', '0']
228;1.0;con;This is not relevant to fetal personhood because the baby is not suffering, and therefore the justification for taking a life in that case doesn't apply here.;['0', '0', '1', '0', '0']
229;1.0;pro;People who can't feel pain qualify as people.;['0', '0', '1', '0', '0']
230;1.0;con;The referenced material is very far from being the unanimous definition of personhood.;['1', '3', '1', '0', '1']
231;1.0;pro;Personhood is a variable concept depending on one's personal philosophy, and so should not be used as a benchmark for assigning value to human life.;['0', '1', '1', '1', '1']
232;1.0;pro;Roe v Wade determined that, in the US, a fetus is not legally recognised as a person.;['2', '1', '2', '0', '2']
233;1.0;pro;Numerous attempts have been made to pass personhood laws in the US, which would classify zygotes, embryos and fetuses as persons, but such attempts have had little success.;['1', '1', '1', '0', '1']
234;1.0;pro;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['0', '1', '0', '0', '0']
235;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
236;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
237;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
238;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
239;1.0;con;That they have had little success doesn't mean that they are wrong.;['0', '2', '0', '0', '2']
240;1.0;pro;The right to life is fundamental, but life begins at independent viability.;['1', '1', '1', '1', '1']
241;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '2', '2']
242;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '1', '1', '1', '4']
243;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
244;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
245;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
246;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
247;1.0;con;It is an assumption that all biological parents choose to create life, which confers obligations. Many pregnancies are accidental, and even if they weren't, you should be allowed to change your mind after experiencing the realities of pregnancy.;['1', '0', '2', '0', '0']
248;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
249;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
250;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
251;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
252;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
253;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
254;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
255;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
256;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['2', '1', '1', '2', '3']
257;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
258;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
259;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['1', '0', '2', '2', '8']
260;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['1', '1', '1', '0', '0']
261;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
262;1.0;con;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['0', '0', '1', '0', '0']
263;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
264;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
265;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
266;1.0;con;A number of scientific advancements mean that the Roe v Wade decision should be reconsidered.;['0', '1', '0', '1', '1']
267;1.0;pro;Since Roe v Wade, significant advancements have been made in genomics allowing us to see that babies in the womb are genetically humans, beginning at conception.;['0', '2', '0', '0', '1']
268;1.0;con;There is no generally accepted definition of 'personhood', but this argument hinges on one particular definition.;['1', '2', '1', '2', '4']
269;1.0;con;All arguments for or against abortion are dependent upon a specific definition of personhood. At its roots, it is personhood itself that is being debated. Thus it is not valid to dispute one argument but not another on this basis.;['0', '0', '1', '0', '0']
270;1.0;con;"The definitions of ""personhood"" in which the fetus is a person in a philosophically meaningful sense are philosophically inferior to those in which a fetus is not a person.";['0', '0', '1', '0', '0']
271;1.0;pro;If a fetus is defined as a person, it may follow that other biological entities are persons, including bacteria, plants or some animals. As those don't meet the intuitive or conventional notion of persons, such a definition is inferior to one that meets the intuitive notion.;['0', '0', '1', '0', '0']
272;1.0;con;While fetuses may not be considered people, the law has still given them rights in certain situations.;['0', '3', '0', '0', '1']
273;1.0;pro;Some states in the US have held women criminally liable for using illegal drugs that harm the fetus, therefore recognising that the fetus does have some right to not be harmed.;['1', '1', '2', '0', '1']
274;1.0;pro;The Unborn Victims of Violence Act recognises fetuses as legal victims if they are injured or killed as the result of a federal crime of violence.;['0', '0', '3', '1', '1']
275;1.0;pro;Fetal protection policies were used to bar women from working in roles that could cause harm to embryos or fetuses.;['1', '0', '2', '1', '1']
276;1.0;con;The US Supreme Court determined that such policies were a form of sexual discrimination which violated the Civil Rights Act.;['2', '0', '1', '0', '1']
277;1.0;con;Laws can and do change and thus cannot stand as evidence for or against what should be the case.;['0', '0', '1', '0', '0']
278;1.0;con;This is a matter of public vote, not moral or scientific fact. So it’s somewhat cyclical to offer this as a pro-choice argument. The point at which we deem something alive is probably the most important point in the discussion of whether that thing should receive rights.;['0', '0', '2', '1', '1']
279;1.0;con;The public should not arbitrarily decide via a vote what is, and is not a life. They are often not qualified to do so. Scientists are qualified to do so, their expertise should not be dismissed in order to appease uninformed citizens.;['1', '0', '2', '1', '0']
280;1.0;con;"The biological definition of ""life"" serves a scientific purpose, and does not bestow any philosophical value on an object unless people decide that it does. Even if the deciding factor is deeming the fetus ""alive"", it will be a separate debate from what biologists consider useful to label as ""alive"".";['1', '0', '2', '1', '0']
281;1.0;con;Tadpoles are the beginning of the frog lifecycle. They are still not frogs any more than caterpillars are butterflies or blastocysts are human.;['2', '2', '1', '0', '2']
282;1.0;con;They would still have the same DNA as a frog, which makes them a frog.;['0', '0', '2', '0', '2']
283;1.0;con;The science of embryology directly falsifies this claim. Natural, developmental changes in the outward appearance of a living organism - even dramatic changes like with the butterfly - do not produce a different kind of organism. According to modern embryology, a zygote is a distinct, living, and whole human being.;['0', '0', '0', '0', '2']
284;1.0;con;Actually frogspawn is the beginning of the frog lifecycle. And by this kind of thinking, you could argue that a child shouldn't be considered human because it hasn't grown into an adult yet.;['0', '0', '2', '0', '2']
285;1.0;pro;A living human organism develops through stages, but is not biologically less or more a human organism at any stage. Some of the various stages are zygote, blastula, embryo, fetus, neonate, infant, adolescent, and adult.;['0', '1', '1', '0', '2']
286;1.0;pro;After 4-6 weeks of fetal development, the fetus develops a heartbeat. A heartbeat is an indication of life so the fetus should get legal protections as a human with the right to life.;['4', '4', '1', '0', '2']
287;1.0;pro;If we claim a person to be dead when their heart stops beating, life should begin when their heart starts beating. Claiming the fetus is not independently survivable at that point doesn't matter. Many people are kept alive by the assistance of machinery and technology.;['2', '2', '0', '0', '1']
288;1.0;con;CPR happens when a heart stops beating and doesn't stop without reason, until then only a doctor can pronounce someone dead. This is because even people with experience and knowledge can't call someone else dead because their heart stops beating.;['1', '1', '1', '0', '1']
289;1.0;con;A beginning and end are different. A person dying when their heart stops doesn't mean the heart beating is when it starts.;['1', '1', '1', '0', '1']
290;1.0;con;This would imply that a heart beating was a necessary condition for human personhood, not that it was a sufficient condition.;['0', '0', '1', '0', '0']
291;1.0;con;A heartbeat is not enough to define life. The neural system is far more relevant to draw a line between an alive and conscious human and a bunch of worthless cells.;['1', '1', '1', '0', '4']
292;1.0;con;Given scientists and philosophers haven't reached a consensus on the difference between a human and a fetus in terms of the brain, using the brain as the sole criteria is an unnecessary ethical risk.;['0', '1', '1', '0', '1']
293;1.0;con;While a fetus doesn't have brain and heart activity, all its cells are working together for the survival of the system as a whole. This is an important component of cellular organization, a central benchmark of biological life.;['0', '1', '2', '0', '1']
294;1.0;con;"We do not consider it murder to ""pull the plug"" on someone who is brain dead, even if their heart is beating.";['1', '1', '1', '1', '2']
295;1.0;pro;"A heartbeat is a mechanical function like any other. Machines can be designed with systems which are analogous to heartbeats. The heartbeat is ""an indication of life"" insofar as a person without a heartbeat is generally either dead or likely to die imminently, not such that an object having a ""heartbeat"" makes it a living being.";['0', '0', '2', '0', '0']
296;1.0;con;"Pulling the plug on a brain dead person occurs when medical professionals agree there is very little to no chance at life. This is not always the case for ""voluntarily"" aborted fetuses.";['0', '0', '2', '0', '1']
297;1.0;con;"Some people do in fact always consider it wrong to end the life of someone who is in a coma.  As long as the patient isn't brain dead (i.e. ""dead"") then it's wrong to pull the plug.";['0', '0', '1', '0', '0']
298;1.0;con;Though what seems like a heartbeat happens after twenty days, the heart isn't developed until twenty weeks.;['1', '0', '2', '0', '2']
299;1.0;con;Even if a fetus is considered human, it does not have a 'right to life' as it does not qualify for the status of 'personhood.';['0', '0', '1', '0', '0']
300;1.0;pro;Roe v Wade determined that, in the US, a fetus is not legally recognised as a person.;['2', '1', '2', '0', '2']
301;1.0;pro;The right to life is fundamental, but life begins at independent viability.;['1', '1', '1', '1', '1']
302;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '2', '2']
303;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
304;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['0', '1', '1', '1', '4']
305;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '0', '0', '0']
306;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
307;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
308;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
309;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
310;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
311;1.0;con;It is an assumption that all biological parents choose to create life, which confers obligations. Many pregnancies are accidental, and even if they weren't, you should be allowed to change your mind after experiencing the realities of pregnancy.;['1', '0', '2', '0', '0']
312;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
313;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
314;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
315;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['2', '1', '1', '2', '3']
316;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
317;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
318;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
319;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
320;1.0;pro;Numerous attempts have been made to pass personhood laws in the US, which would classify zygotes, embryos and fetuses as persons, but such attempts have had little success.;['1', '1', '1', '0', '1']
321;1.0;pro;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['0', '1', '0', '0', '0']
322;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
323;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
324;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
325;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
326;1.0;con;That they have had little success doesn't mean that they are wrong.;['0', '2', '0', '0', '2']
327;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['1', '0', '2', '2', '8']
328;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
329;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['0', '0', '1', '0', '0']
330;1.0;con;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['0', '0', '1', '0', '0']
331;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
332;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
333;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
334;1.0;con;A number of scientific advancements mean that the Roe v Wade decision should be reconsidered.;['0', '1', '0', '1', '1']
335;1.0;pro;Since Roe v Wade, significant advancements have been made in genomics allowing us to see that babies in the womb are genetically humans, beginning at conception.;['0', '2', '0', '0', '1']
336;1.0;pro;Fetuses are yet to become citizens of the state since they are unborn and therefore have no rights or protection under common law.;['1', '1', '4', '0', '3']
337;1.0;con;Citizenship is irrelevant to the legality and morality of the act. Non-citizens enjoy the protection of the law just as much as citizens do. It is not legal to kill a non-citizen any more than it is to kill a citizen (p. 5).;['0', '0', '1', '1', '3']
338;1.0;pro;A fetus is not self aware, conscious, or able to feel pain.;['2', '1', '2', '0', '6']
339;1.0;pro;It is not until 28-30 weeks into the pregnancy that the fetus starts to feel pain. A woman should have the right to an abortion, as long as it's before that time.;['1', '1', '0', '1', '2']
340;1.0;con;Fetuses can feel pain well before that.;['0', '0', '2', '0', '1']
341;1.0;pro;"A study concludes that from the 15th week of gestation onward, “the fetus is extremely sensitive to painful stimuli,"" and this should be considered when performing invasive medical procedures on the fetus to prevent suffering.";['0', '2', '1', '0', '1']
342;1.0;con;The support for this argument is a single testimony provided in an article written by an organization prejudiced against abortion.;['1', '1', '1', '1', '2']
343;1.0;con;Killing people is still considered unethical even if the victim doesn't feel pain.;['0', '0', '1', '0', '0']
344;1.0;con;Ethics and morality are subjective and can vary from society to society or even from person to person.;['0', '0', '1', '0', '0']
345;1.0;pro;As with all acts, the morality of abortion varies with the person's context.;['1', '0', '2', '0', '1']
346;1.0;pro;In an instance where the pregnant woman's life is at risk and the fetus would not survive on it's own, utilitarianism argues that an abortion would be more ethical than letting both the woman and the fetus die.;['1', '1', '0', '1', '0']
347;1.0;pro;The basis of utilitarianism argumentation would be that the overall good of saving the woman's life outweighs any unethical implications of abortions.;['0', '0', '1', '0', '0']
348;1.0;con;The utilitarian argument is not the only basis in determining the ethical implications of abortion.;['0', '2', '1', '0', '1']
349;1.0;pro;There are many reasons why utilitarianism may be flawed.;['1', '1', '1', '0', '1']
350;1.0;con;Utilitarian evaluations are relevant to many people, particularly utilitarians, whether they are the sole basis for every person's opinion or not.;['1', '1', '1', '0', '1']
351;1.0;con;"Having an abortion for medical reasons makes up less than 1% of all abortions, even lower when the ""life of the mother"" is in jeopardy. The utilitarian justification for abortion is therefore very, very small.";['0', '1', '1', '0', '1']
352;1.0;pro;Statistics regarding the number of abortions due to endangerment of mother's life back this up. Florida, 2015: 0.065%. UK,1968-2011: 0.006%. U.S. estimate: 1%.;['2', '1', '1', '0', '4']
353;1.0;pro;It is reasonable to give priority to the mother over the child in extreme cases. However, this does not make voluntary abortions acceptable.;['3', '1', '1', '1', '2']
354;1.0;con;"""Less than 1% of all abortions"" could be misleading because if between 1970 and 2014, there were ""44.5 million legal induced abortions"", then there could be 445k abortions that fall in this category. That would be a significant impact to a lot of people.";['1', '1', '1', '0', '5']
355;1.0;con;The number of times something happens doesn't always make it less important. If you, or someone else you care about, were in that 1%, you would likely want them to be able to access to abortion.;['1', '1', '1', '1', '2']
356;1.0;con;Abortion would still need to be legal for those cases, as adoption would not solve the issue at hand.;['1', '1', '1', '0', '1']
357;1.0;con;Many argue that morality is not subjective when it comes to causing harm. If abortion causes harm to the fetus then the context does not matter.;['1', '0', '2', '0', '1']
358;1.0;pro;No one can dictate a certain morality to another person nor can they demand how another person acts or how they should feel based on their individual morals.;['0', '0', '1', '0', '0']
359;1.0;pro;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['1', '1', '0', '1', '0']
360;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
361;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
362;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
363;1.0;con;Different people can hold different opinions of ethics, however that does not mean they are all equally correct and does not prove the subjectivity of ethical rules.;['0', '0', '2', '1', '3']
364;1.0;pro;Ethics can vary from culture to culture, with some slavery, for example. However, the underlying moral standards of right and wrong do not vary, even if a culture chooses not to base its ethics in those moral principles.;['0', '1', '1', '0', '1']
365;1.0;con;There is no indication to believe that there are moral standards of right and wrong.;['1', '0', '2', '0', '0']
366;1.0;pro;There is large debate about the existence of objective morality.;['1', '1', '1', '0', '0']
367;1.0;con;Under this thinking you could do whatever you want, whenever you want, and for whatever reason you want, no matter how many people get hurt, killed, or taken advantage of in the process.;['1', '1', '1', '0', '2']
368;1.0;con;"Most relevant definitions of ""subjective"" state that something is subjective if different people can hold different opinions on the matter. If people can hold different opinions on whether or not abortion is immoral or unethical, it is subjective according to those definitions.";['1', '0', '1', '1', '1']
369;1.0;con;"Morality by definition is not subjective. Preferences are entirely subjective and are neither right or wrong, they are just different tastes. Morality assumes ""right"" is not ""wrong"" and vice versa. Whenever a person assumes something is right they are assuming it is not wrong thus automatically proving a standard.";['1', '0', '2', '0', '1']
370;1.0;con;A fetus develops during the gestational period such that it does gain self-awareness and consciousness. Therefore it can still be argued it should qualify for personhood status while still in utero.;['1', '2', '2', '0', '1']
371;1.0;pro;A fetus develops the capacity for self-awareness and consciousness around the beginning of the second trimester. Thus, it should be regarded as having the unalienable right to life.;['0', '1', '1', '0', '2']
372;1.0;con;While it is true that a fetus develops sentience in utero, it does not have sentience from the moment of conception. Therefore, a fetus should not be considered a person prior to the development of sentience which roughly coincides with the beginning of the 2nd trimester.;['0', '0', '1', '0', '0']
373;1.0;pro;The fetal stage of human development is about 8-40 weeks from conception. Cortical function is present by 30 weeks.;['0', '1', '2', '0', '1']
374;1.0;con;Many non-human animals have cognitive capacities well beyond those of a fetus. These capacities are not typically taken to be sufficient for a right to life in the case of animals so it is unclear why they ought to be sufficient in the case of fetuses.;['1', '1', '1', '0', '2']
375;1.0;con;It's very clear why cognitive capacities are sufficient for a fetus and not sufficient for an animal. A fetus is a human and an animal is not. Human rights are not the same as animal rights.;['1', '1', '1', '0', '1']
376;1.0;pro;"For example, ""right to life"" does not exist among animal rights. One can euthanize their dog.";['0', '0', '1', '0', '0']
377;1.0;con;The referenced material is very far from being the unanimous definition of personhood.;['1', '3', '1', '0', '1']
378;1.0;pro;Personhood is a variable concept depending on one's personal philosophy, and so should not be used as a benchmark for assigning value to human life.;['0', '1', '1', '1', '1']
379;1.0;con;Not being self aware, conscious, and able to feel pain does not stop one from being a person with rights.;['0', '0', '1', '0', '0']
380;1.0;pro;People in a coma or people in an alive but unconscious state aren't disqualified as human or having less rights simply because they are not aware.;['0', '0', '1', '0', '0']
381;1.0;pro;The claim that consciousness is necessary for rights confuses the source of rights with the effect of that source. The root of rights is human nature.;['1', '0', '1', '1', '0']
382;1.0;pro;Consciousness is an effect not a cause of human nature. Nor is evidence of consciousness the only evidence of human nature.;['0', '0', '1', '0', '0']
383;1.0;pro;It is definitely wrong to end the life of a person in a coma if the coma is reversible, and the person probably has a long life ahead of them.;['0', '0', '1', '0', '0']
384;1.0;con;It is always considered wrong to end the life of a healthy human being. It is not always considered wrong to end the life of someone who is in a coma.;['1', '1', '1', '1', '2']
385;1.0;pro;In many cases, the assisted death of someone is performed with the intent of ending suffering (often of patients with a terminal illness).;['1', '0', '2', '0', '0']
386;1.0;con;This is not relevant to fetal personhood because the baby is not suffering, and therefore the justification for taking a life in that case doesn't apply here.;['0', '0', '1', '0', '0']
387;1.0;pro;People who can't feel pain qualify as people.;['0', '0', '1', '0', '0']
388;1.0;pro;"A human being requires a functional brain, wherein the mind resides. During pregnancy the brain doesn't even start to form until six weeks after conception when the neural tube closes, and the brain does not become functional until ""around the time a full-term baby is born"".";['1', '1', '1', '1', '3']
389;1.0;pro;This is why brain death is generally the medical definition of death.;['0', '0', '1', '0', '0']
390;1.0;con;Being a human being does not require a functional brain because anencephalic infants do not have a functional brain, but they are still human beings.;['0', '0', '1', '0', '0']
391;1.0;con;While fetuses may not be considered people, the law has still given them rights in certain situations.;['0', '3', '0', '0', '1']
392;1.0;pro;The Unborn Victims of Violence Act recognises fetuses as legal victims if they are injured or killed as the result of a federal crime of violence.;['0', '0', '3', '1', '1']
393;1.0;pro;Some states in the US have held women criminally liable for using illegal drugs that harm the fetus, therefore recognising that the fetus does have some right to not be harmed.;['1', '1', '2', '0', '1']
394;1.0;pro;Fetal protection policies were used to bar women from working in roles that could cause harm to embryos or fetuses.;['1', '0', '2', '1', '1']
395;1.0;con;The US Supreme Court determined that such policies were a form of sexual discrimination which violated the Civil Rights Act.;['0', '0', '1', '0', '1']
396;1.0;con;Laws can and do change and thus cannot stand as evidence for or against what should be the case.;['0', '0', '1', '0', '0']
397;1.0;con;There is no generally accepted definition of 'personhood', but this argument hinges on one particular definition.;['1', '2', '1', '2', '4']
398;1.0;con;All arguments for or against abortion are dependent upon a specific definition of personhood. At its roots, it is personhood itself that is being debated. Thus it is not valid to dispute one argument but not another on this basis.;['0', '0', '1', '0', '0']
